name;id;bearer;reigning;question;tu_question;fr_question;es_question;jp_question;ko_question;sc_question;tc_question;de_question;ru_question;it_question;bp_question;override_yes;tu_override_yes;fr_override_yes;es_override_yes;jp_override_yes;ko_override_yes;sc_override_yes;tc_override_yes;de_override_yes;ru_override_yes;it_override_yes;bp_override_yes;answer_yes;tu_answer_yes;fr_answer_yes;es_answer_yes;jp_answer_yes;ko_answer_yes;sc_answer_yes;tc_answer_yes;de_answer_yes;ru_answer_yes;it_answer_yes;bp_answer_yes;override_no;tu_override_no;fr_override_no;es_override_no;jp_override_no;ko_override_no;sc_override_no;tc_override_no;de_override_no;ru_override_no;it_override_no;bp_override_no;answer_no;tu_answer_no;fr_answer_no;es_answer_no;jp_answer_no;ko_answer_no;sc_answer_no;tc_answer_no;de_answer_no;ru_answer_no;it_answer_no;bp_answer_no;vide
_sansafire;752;maester;!daenerys;Sansa blew up The Twins! She laid wildfire all over the grounds. The whole castle is rubble!;;Sansa a fait exploser les Jumeaux à l'aide de feu grégeois. Le château est en ruines !;¡Sansa voló por los aires Los Gemelos! Dejó un reguero de fuego valyrio por todas partes. ¡El castillo entero está en escombros!;サンサが双子城を爆破しました！+彼女は炎素を周辺にまいたようで、+城は見る影もありません！;산사가 쌍둥이 성을 날려버렸습니다! 와일드파이어를 온 땅에 뿌려서 성이 전부 가루가 되어버렸습니다!;珊莎在孪河城大发雷霆！+她到处点燃野火+整座城堡变成废墟！;珊莎在孿河城大發雷霆！+她到處點燃野火+整座城堡變成廢墟！;Sansa hat die Zwillinge gesprengt! Sie hat überall auf dem Boden Seefeuer verteilt. Die ganze Burg ist nur noch Schutt!;Санса взорвала Близнецов! Диким огнем! Замок в руинах!;Sansa ha fatto esplodere le Torri Gemelle! Ha cosparso il terreno di Altofuoco e ora l'intero castello è un cumulo di macerie!;Sansa explodiu as Gêmeas! Ela usou fogo selvagem. O castelo inteiro veio abaixo!;What!;;Quoi ?;¡Qué!;何(だと*ですって)！;뭐라!;什么！;什麼！;Was!;Что?!;Cosa?!;Essa não!;;;;;;;;;;;;;How on earth?;;Comment diable ?;¿Cómo diablos?;一体どうして？;도대체 어떻게?;究竟怎么了？;究竟怎麼了？;Wie um alles in der Welt?;Как такое могло случиться?;Com'è possibile?;Como assim?;;;;;;;;;;;;;
_;763;sansa;!daenerys;I couldn't allow the lair of the Freys to stand. They betrayed everyone and everything that matters.;;Je devais raser l'antre des Frey. Leur traîtrise était sans limites.;No podía permitir que la guarida de los Frey siguiera en pie. Traicionaron a todos y a todo lo que me importa.;フレイ家の根城をあのままに+しておけなかったのです。+彼らは皆を裏切り、+何もかも反故にしてきました。;프레이 가문이 살아있는 걸 보고만 있을 순 없었습니다. 그 가문은 모두를 배신했거든요.;我不允许佛雷家还有藏身之处+他们背叛了所有重要的人和事;我不允許佛雷家還有藏身之處+他們背叛了所有重要的人和事;Ich konnte den Schlupfwinkel der Freys nicht stehen lassen. Sie haben jeden und alles verraten, worauf es ankam.;Я хотела стереть саму память о Фреях, подлецах и предателях.;Non potevo tollerare la vista del covo dei Frey. Hanno tradito tutti e tutto ciò che conta.;Não pude deixar que o covil dos Freys continuasse de pé. Eles traíram minha família e tudo mais que importa.;You're hysterical!;;C'est de la folie pure !;¡Sois para morirse de risa!;狂ってる！;넌 히스테리를 부리고 있다!;你疯了！;你瘋了！;Das ist hysterisch!;Ты обезумела!;Siete in preda all'isteria!;Você perdeu o juízo!;;;;;;;;;;;;;And the real reason?;;Quelle est la vraie raison ?;¿Y la razón real?;本当の理由は？;진짜 이유는 뭐지?;真正的原因是？;真正的原因是？;Und der wahre Grund?;Ты лжешь;Ma qual è il vero motivo?;E o motivo verdadeiro?;;;;;;;;;;;;;
_;764;sansa;!daenerys;<i>Looking at you icily.</i> The Twins have always been a thorn in the North's side. Now the South can't invade us.;;<i>Vous jetant un regard glacial.</i> Les Jumeaux représentaient un danger pour le Nord. Désormais le Sud ne peut plus nous envahir.;<i>Mirándote con frialdad.</i> Los Gemelos han sido siempre una espinita para el Norte. Ahora el Sur no podrá invadirnos.;<i>彼女は冷淡にあなたを見つめて答える。</i>+双子城は北部にとって悩みの種でした。+これで南部は私たちを+攻撃してこなくなるでしょう。;<i>당신을 차갑게 쳐다보며.</i> 쌍둥이 성은 언제나 북부에게 있어서 눈엣가시 같은 존재였지요. 이제 남부는 우릴 침범할 수 없습니다.;<i>冰冷地看着你</i>+孪河城永远是北境这边的一根利刺+现在南边无法入侵我们;<i>冰冷地看著你</i>+孿河城永遠是北境這邊的一根利刺+現在南邊無法入侵我們;<i>Sie sieht Euch eisig an.</i> Die Zwillinge waren dem Norden immer ein Dorn im Auge. Jetzt kann der Süden nicht mehr bei uns einfallen.;<i>Ее взгляд полон льда.</i> Близнецы всегда мешали Северу. Больше Юг нам не угрожает.;<i>Vi guarda con freddezza.</i> Le Torri Gemelle sono sempre state una spina nel fianco del Nord. Ora il Sud non potrà invaderci.;<i>Olhando para você friamente.</i> As Gêmeas sempre foram uma pedra no sapato do Norte. Agora o Sul não pode mais nos invadir.;I see;;Je vois;Ya veo;(そうか*そう);그렇군;我知道;我知道;Ach so;Вот как;Capisco;Entendi;;;;;;;;;;;;;I understand;;Je comprends;Entiendo;わかった;알겠다;我明白;我明白;Ich verstehe;Я понимаю;Ora è chiaro;Entendo;;;;;;;;;;;;;
entryrecruit;767;spider;tyrion;As you requested, we've tracked down Cersei. She has retreated to Casterly Rock with most of the Lannister forces.;;Comme vous le souhaitiez, nous avons retrouvé Cersei. Elle s'est retirée à Castral Roc avec le gros des troupes des Lannister.;Como pedísteis, hemos rastreado a Cersei. Se ha retirado a Roca Casterly con la mayor parte de las fuerzas Lannister.;ご命令のとおり、サーセイを発見しました。+彼女はラニスター軍の大半と共に、+キャスタリーロックへ逃げ込みました。;명하신 대로, 세르세이를 추적했습니다. 그녀는 대부분의 라니스터군을 데리고 캐스털리 록으로 후퇴했습니다.;按照您的要求，+我们已经查到了瑟曦的下落+她与兰尼斯特的大部分军队一起撤退到了凯岩城;按照您的要求，+我們已經查到了瑟曦的下落+她與蘭尼斯特的大部分軍隊一起撤退到了凱岩城;Wir haben Cersei wie gewünscht aufgespürt. Sie hat sich mit dem Großteil der Lennister-Truppen nach Casterlystein zurückgezogen.;Мы исполнили Ваш приказ и выследили Серсею. Она бежала в Утес Кастерли, с ней почти все силы Ланнистеров.;Come richiesto, ho trovato Cersei. Si è rifugiata a Castel Granito insieme a buona parte delle forze dei Lannister.;Conforme solicitado, localizamos a Cersei. Ela bateu em retirada para o Rochedo Casterly com a maior parte das forças dos Lannisters.;What are her plans?;;Quels sont ses plans ?;¿Qué planes tiene?;彼女は何を企んでいる？;그녀의 계획은 뭐지?;她有什么打算？;她有什麼打算？;Was plant sie?;Что она собирается делать?;Quali sono i suoi piani?;O que ela planeja?;;;;;;;;;;;;;I have no time for my sister;;Ma sœur n'est pas une priorité;No tengo tiempo para mi hermana;姉に構う時間はない;누나 생각할 시간이 없다;我没时间管她;我沒時間管她;Keine Zeit für meine Schwester;Мне сейчас не до сестры;Non ho tempo per mia sorella;Não tenho tempo para ela;;;;;;;;;;;;;
_;768;spider;tyrion;She called her banners. Most of the West is rising against us.;;Elle a convoqué ses bannerets. L'Ouest se soulève contre nous.;Llamó a sus tropas. La mayor parte de Occidente se está levantando contra nosotros.;彼女は旗手を召集しました。+西部の大多数が我々に+立ち向かおうとしています。;그녀가 기수를 불렀습니다. 서부 대부분이 우리에 맞서 일어났습니다.;她召集了她的封臣+整个西境目前都视我们为敌人;她召集了她的封臣+整個西境目前都視我們為敵人;Sie hat ihre Vasallen gerufen. Weite Teile des Westens erheben sich gegen uns.;Она созвала знамена. Запад бунтует против нашей власти.;Ha richiamato i suoi portabandiera. Gran parte dell'Ovest si sta ribellando a noi.;Ela convocou as casas vassalas. A maioria do Oeste está se reunindo contra nós.;Come closer...;;Approchez...;Acercaos;耳を貸して(くれ*ちょうだい);가까이 오라...;上前来！;上前來！;Kommt näher ...;Подойди сюда...;Avvicinatevi...;Chegue mais perto...;<i>You explain your idea to <spider>, who nods keenly.</i> Brilliant idea. I'll bring you just the person you need.;;<i>Vous expliquez votre idée à <spider>, qui acquiesce avec enthousiasme.</i> Excellente idée. Je connais la personne qu'il vous faut.;<i>Le explicas a <spider> tu idea, y asiente con la cabeza vivamente.</i> Una idea brillante. Os traeré a la persona que necesitáis.;<i>あなたは自分の計画を+<spider>に説明する。+彼は熱心に頷いていた。</i>+すばらしい計画ですな。+必要な人材は私が用意しましょう。;<i>당신은 주의 깊게 듣고 있던 <spider>에게 당신의 생각을 말합니다.</i> 멋진 계획이로군요. 적격인 인물을 보내드리겠습니다.;<i>你向<spider>说明你的想法，+(他*她)敏锐地点头+</i>这是个很棒的主意+我会给你带来最合适的人选;<i>你向<spider>說明你的想法+(他*她)敏銳地點頭+</i>這是個很棒的主意+我會給你帶來最合適的人選;<i>Ihr erklärt <spider> Eure Idee und [er%sie] nickt eifrig.</i> Genialer Vorschlag. Ich bringe Euch genau die Person, die Ihr braucht.;<i><spider> в явном восторге от вашей идеи.</i> Отличный план. Я как раз знаю подходящего человека.;<i>Spiegate la vostra idea a <spider>, che annuisce più volte.</i> Un'idea brillante: ho io la persona perfetta.;<i>Você explica sua ideia para [o%a] <spider>, que assente com a cabeça.</i> Excelente ideia. Trarei uma pessoa perfeita para isso.;Let her ;;Ignorez-la;Dejadla;放って(おけ*おきなさい);내버려 둬라;随她去吧;隨她去吧;Lasst sie ruhig;Что ж, пускай;Lasciatela fare;Deixe que ela venha;;;;;;;;;;;;;
_;769;spider;tyrion;Here is the man you need to dislodge your sister from Casterly Rock.;;Voici l'homme qu'il vous faut pour déloger votre sœur de Castral Roc.;Aquí está el hombre que necesitáis para desalojar a vuestra hermana de Roca Casterly.;この男が、あなたの姉を+キャスタリーロックから追い出す鍵です。;폐하의 누이를 캐스털리 록에서 나오게 할 인물을 데려왔습니다.;要想将你的姐姐赶出凯岩城+这个人就是最佳人选;要想將你的姐姐趕出凱岩城+這個人就是最佳人選;Hier ist der Mann, den Ihr braucht, um Eure Schwester aus Casterlystein zu entfernen.;Вот он — человек, который вытащит Вашу сестру из Утеса Кастерли.;Ecco l'uomo che farà sloggiare vostra sorella da Castel Granito.;Aqui está o homem que irá remover sua irmã do Rochedo Casterly.;Excellent!;;Excellent !;¡Excelente!;でかした！;좋아!;太好了！;太好了！;Sehr gut!;Отлично!;Eccellente!;Excelente!;;;;;;;;;;;;;You made me wait!;;Vous m'avez fait attendre !;¡Me habéis hecho esperar!;遅かったな！;기다리게 만들었군!;你让我等了好久！;你讓我等了好久！;Ihr habt mich warten lassen!;Я состариться успел!;Mi avete fatto aspettare!;Você me fez esperar!;;;;;;;;;;;;;
_;770;pirate;tyrion;I'm a bloody pirate! You will have to pay me a fortune to execute this stinking plan of yours.;;Je suis un pirate, un vrai ! Et un pirate n'exécute les basses œuvres des souverains que contre monnaie sonnante et trébuchante...;¡Soy un maldito pirata! Tendréis que pagarme una fortuna para ejecutar este apestoso plan vuestro.;俺は海賊だ！+あんたの計画を手伝って欲しいなら、+大金を用意しな。;난 피에 익숙한 해적이외다! 당신의 더러운 계획을 실행하려면 내게 돈을 내야 할 거요.;我可是堂堂海盗！+你最好准备好给我一大笔钱+来执行你的这个烂计划;我可是堂堂海盜！+你最好準備好給我一大筆錢+來執行你的這個爛計畫;Ich bin ein verdammter Pirat! Ihr werdet mir ein Vermögen zahlen müssen, damit ich Euren stinkenden Plan umsetze.;Я пират, черт вас всех дери! Может, я и рискну ради вас шкурой, но денег я за это хочу немало.;Sono un dannato pirata! Dovrete pagarmi una fortuna per mettere in pratica il vostro ripugnante piano.;Sou um maldito pirata! Terá que me pagar uma fortuna, se quiser executar esse seu plano desmiolado.;Pirates should...;;Un pirate est...;Los piratas...;海賊は…;해적들은...;海盗就该…;海盜就該…;Piraten sollten ...;Обычно пираты...;I pirati dovrebbero...;Os piratas...;;;;;;;;;;;;;Lannisters always...;;Un Lannister paie toujours...;Los Lannister siempre...;ラニスター家は…;라니스터는 언제나...;兰尼斯特家的人总是…;蘭尼斯特家的人總是…;Lennisters werden stets ...;Ланнистеры всегда...;I Lannister continuano a...;Os Lannisters sempre...;;;;;;;;;;;;;
_;771;pirate;tyrion;... piss on your boots. You're asking me to sneak through Casterly Rock's sewers to capture Cersei. Pay the price.;;... quelqu'un qui pisse sur les bottes des souverains. M'introduire dans Castral Roc par les égouts pour capturer Cersei. Ça a un prix.;...se mean en vuestras botas. Me estáis pidiendo que me cuele a través de alcantarillas de Roca Casterly para capturar a Cersei. Pagad el precio.;…あんたの靴に小便をかける。+キャスタリーロックの下水道を通って、+サーセイを捕まえるんだな。+その代価をよこせ。;...댁 신발에 오줌을 갈기지. 내가 캐스털리 록의 하수도로 숨어 들어가 세르세이를 잡아 오게 만들려면, 돈을 내쇼.;…说的什么屁话+你要我潜进凯岩城的下水道去抓住瑟曦的话+先给钱;…說的什麼屁話+你要我潛進凱岩城的下水道去抓住瑟曦的話+先給錢;... auf Eure Stiefel pissen. Ich soll durch die Kanalisation von Casterlystein schleichen und Cersei ergreifen. Zahlt den Preis.;... плюют тебе в рожу, вот что они делают. Хотите, чтобы я пробрался в Утес Кастерли и похитил Серсею — раскошеливайтесь.;...urinarvi sugli stivali. Mi chiedete di infiltrarmi nelle fogne di Castel Granito per catturare Cersei. Dovrete pagarmi molto bene.;...mijam nas suas botas. Está me pedindo para entrar escondido pelos esgotos do Rochedo Casterly e capturar a Cersei. Pague o preço.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_;772;spider;tyrion;I heard from our independent sea rover that the mission was a success. The West is appeased, and Cersei is our prisoner.;;Notre mercenaire des mers m'a informé de la réussite de sa mission. L'Ouest est maté et Cersei est sous bonne garde.;Tengo noticias de nuestro vagabundo de mar independiente, la misión ha sido un éxito. Occidente se apacigua, y Cersei es nuestra prisionera.;我々が送ったあの海の自由人から、+作戦は成功したとのことです。+西側は矛を収め、+サーセイは我々の捕虜となりました。;우리 독립적인 바다의 방랑자로부터 임무가 성공적이었다는 소식을 들었습니다. 서부는 진정되었고, 세르세이는 우리의 손에 있습니다.;我从我们的一位水手那里听说，+任务成功了+西境很满足，而瑟曦也成为了阶下囚;我從我們的一位水手那裡聽說，+任務成功了+西境很滿足，而瑟曦也成為了階下囚;Ich habe von unserem Meeresvagabunden gehört, dass die Mission ein Erfolg war. Der Westen ist beruhigt und Cersei unsere Gefangene.;Наш замечательный морской друг сообщает нам об успехе. Серсея у нас в плену, и Запад понемногу успокаивается.;Il nostro inviato in mare ci ha informato che la missione è stata un successo. L'Ovest è pacificato e Cersei è nostra prigioniera.;Nosso explorador dos mares independente nos informou que a missão foi um sucesso. O Oeste se acalmou, e Cersei é nossa prisioneira.;Good;;Bien;Bien;よし;좋군;很好;很好;Gut;Отлично;Bene;Ótimo;;;;;;;;;;;;;Thank you;;Merci;Gracias;ありがとう;고맙다;谢谢;謝謝;Vielen Dank;Благодарю тебя;Grazie;Obrigado;;;;;;;;;;;;;
_ingenious_resol;776;spider;;We could buy the prototype.;;Nous pourrions acheter le prototype.;Podríamos comprar el prototipo.;試作品を購入してもいいでしょう。;시제품을 구매해야 합니다.;我们可以买一个试样;我們可以買一個試樣;Wir könnten den Prototyp kaufen.;Мы можем дать ему денег.;Potremmo acquistare il prototipo.;Poderíamos comprar o protótipo.;Do it;;D'accord;Hacedlo;そう(しろ*しなさい);그렇게 하라;去吧;去吧;Macht das;Действуй;Va bene;Vá em frente;;;;;;;;;;;;;And the other solution?;;Et l'alternative ?;¿Y la otra solución?;他の解決策は？;다른 해결책은 없나?;还有什么其他方法？;還有什麼其他方法？;Und die andere Lösung?;Или?;Oppure?;E a outra solução?;;;;;;;;;;;;;
_;777;spider;;Unpleasant... We could steal, murder and destroy. A swift operation that won't leave a wall standing.;;Déplaisante... Voler, tuer et détruire. Une campagne rapide qui laisserait le château en ruines.;Desagradable... Podríamos robar, matar y destruir. Una operación rápida que no dejara ni un solo muro en pie.;不快な方法ですが…+盗んで、殺して、破壊する手もあります。+誰にも気づかれないほど、+素早い作戦になるでしょう。;불쾌하군요... 훔치고, 죽이고 파괴해야 합니다. 눈 깜짝하기도 전에 말입니다.;没意思…我们可以偷盗、谋杀和摧毁+一波迅速操作，把一切都扫荡干净;太無趣了…我們可以偷盜、謀殺和摧毀+快速把一切掃蕩地一乾二淨;Unangenehm ... Wir könnten stehlen, morden und zerstören. Ein schneller Einsatz, bei dem kein Stein auf dem anderen bliebe.;Или... Мы можем прибегнуть к насилию. Быстро и эффективно.;Niente di piacevole: potremmo rubare, uccidere e distruggere. Un attacco lampo che raderà tutto al suolo.;É desagradável... Poderíamos roubar, assassinar e destruir. Uma operação veloz que não deixará parede alguma em pé.;Do it;;Nous procéderons ainsi;Hacedlo;そう(しろ*しなさい);그렇게 하라;去吧;去吧;Macht das;Действуй;Va bene;Vá em frente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ingenious;775;spider;!lannister;The son of Lord Gaunt, a vassal of the Lannisters, has found a way to protect horses during battles. We need this.;;Le fils de Lord Gaunt, un vassal des Lannister, a découvert comment protéger les chevaux de guerre. Il nous faut cette invention.;El hijo de Lord Adusto, un vasallo de los Lannister, ha encontrado una manera de proteger a los caballos durante las batallas. Lo necesitamos.;ラニスター家の配下であるガント公の息子が、+戦闘中に馬を守る方法を画策したようです。+我々もそれを利用しなければ。;라니스터 가문의 가신인 건트 경의 아들이 전투 중에 말을 보호하는 방법을 찾아냈습니다. 이 물건이 필요합니다.;戈特伯爵的儿子是兰尼特斯的家臣，+他找到了一种在战争中保护马匹的方法+我们需要这个;戈特伯爵的兒子是蘭尼特斯的家臣，+他找到了一種在戰爭中保護馬匹的方法+我們需要這個;Der Sohn von Lord Bleyn, einem Vasallen der Lennisters, hat eine Methode entdeckt, Pferde in Schlachten zu schützen. Die brauchen wir.;Сын лорда Гаунта и преданный вассал Ланнистеров изобрел способ надежной защиты для боевых коней. И он нам нужен.;Il figlio di Lord Gaunt, vassallo dei Lannister, ha ideato un modo per proteggere i cavalli in battaglia. Farebbe comodo anche a noi.;O filho do Lorde Gaunt, vassalo dos Lannisters, descobriu uma forma de proteger os cavalos durante as batalhas. Precisamos disso.;What can we do?;;Que proposez-vous ?;¿Qué podemos hacer?;どうすればいい？;어떻게 하면 되지?;那我们能怎么做？;那我們能怎麼做？;Was können wir tun?;Как же нам его заполучить?;Cosa possiamo fare?;O que podemos fazer?;;;;;;;;;;;;;Don't worry;;Inutile de vous inquiéter;No os preocupéis;心配いらない;걱정마라;别担心;別擔心;Keine Angst;Нет, не нужен;Non preoccupatevi;Não se preocupe;;;;;;;;;;;;;
ingenious;773;spider;;A minor bannerman from Sunspear has developed an ingenious siege machine. Dorne must not have it.;;Un petit banneret de Lancehélion a imaginé un engin de siège très efficace. Dorne ne doit pas mettre la main dessus.;Un soldado menor de Lanza del Sol ha desarrollado una ingeniosa máquina de asedio. Dorne no debería poseerla.;サンスピア出身の無名な旗手が、+独創的な攻城兵器を開発したようです。+ドーンに配備させてはなりません。;선스피어에서 온 이름 없는 기수 하나가 무시무시한 공성병기를 만들어냈습니다. 도른이 이걸 가져선 안 됩니다.;一位来自阳戟城的小封臣设计了一款+精巧的战车+一定不能先让多恩得到手;一位來自陽戟城的小封臣設計了一款+精巧的戰車+一定不能先讓多恩得手;Ein unbedeutender Vasall aus Sonnspeer hat eine geniale Belagerungsmaschine entwickelt. Dorne darf sie nicht bekommen.;Мелкий дворянин из Солнечного Копья изобрел невероятную осадную машину. Не хотелось бы, чтобы она попала в руки Дорна.;Un portabandiera minore di Lancia del Sole ha fabbricato un'ingegnosa macchina da guerra. Dorne non deve averla.;Um vassalo qualquer de Lançassolar criou uma engenhosa arma de cerco. Não podemos permitir que Dorne a obtenha.;What can we do?;;Que proposez-vous ?;¿Qué podemos hacer?;どうすればいい？;어떻게 하면 되지?;那我们能怎么做？;那我們能怎麼做？;Was können wir tun?;Как же нам ее заполучить?;Cosa possiamo fare?;O que podemos fazer?;;;;;;;;;;;;;Don't worry;;Inutile de vous inquiéter;No os preocupéis;心配いらない;걱정 마라;别担心;別擔心;Keine Angst;Нет, не нужно;Non preoccupatevi;Não se preocupe;;;;;;;;;;;;;
ingenious;774;spider;;A clever blacksmith from the Neck has designed new armor, much lighter and stronger than ours. We must have it.;;Un ingénieux forgeron du Neck a conçu une nouvelle armure, bien plus légère et robuste que les nôtres. Il nous la faut.;Un inteligente herrero de El Cuello ha diseñado una nueva armadura, mucho más ligera y más fuerte que las nuestras. Tenemos que conseguirla.;地峡に住む天才鍛冶師が、+我々の使っているものよりも+軽くて強固な鎧を作りました。+我々のものにしましょう。;넥에서 온 명석한 대장장이 하나가 새로운 갑옷을 개발해냈습니다. 현재 것보다 더 가볍고 튼튼합니다. 반드시 얻어야 합니다.;一位来自颈泽的聪明铁匠设计了一种+新的盔甲，比我们的更轻，更强+我们必须拥有它;一位來自頸澤的聰明鐵匠設計了一種+新的盔甲，比我們的更輕，更強+我們必須擁有它;Ein kluger Schmied aus der Eng hat eine neue Rüstung entworfen, viel leichter und stärker als unsere. Wir müssen sie haben.;Кузнец из Перешейка нашел способ ковать броню легче и прочнее нашей. Нужно узнать, как.;Un brillante fabbro dell'Incollatura ha progettato una nuova armatura molto più leggera e resistente delle nostre. Dobbiamo averla.;Um habilidoso ferreiro do Pescoço desenvolveu uma nova armadura, muito mais leve e resistente que a nossa. Precisamos obtê-la.;What can we do?;;Que proposez-vous ?;¿Qué podemos hacer?;どうすればいい？;어떻게 하면 되지?;那我们能怎么做？;那我們能怎麼做？;Was können wir tun?;Как же нам ее заполучить?;Cosa possiamo fare?;O que podemos fazer?;;;;;;;;;;;;;No we must not;;Nous n'en avons pas besoin;No tenemos por qué;その必要はない;아니 필요 없다;不，我们不需要;不，我們不需要;Nein, müssen wir nicht;Нет, не нужно;Niente affatto;Não, não precisamos;;;;;;;;;;;;;
_;856;blacksmith;;You summoned me? I'm no lord, I'm just a blacksmith. I swear I've done nothing wrong!;;Pourquoi je suis convoqué ? J'ai rien fait de mal, je suis juste un simple forgeron.;¿Me llamásteis? No soy un señor, solo soy un herrero. ¡Juro que no he hecho nada malo!;なぜ私を召集されましたか？+私はただの鍛冶師です。+悪いことは何もしていません！;저를 부르셨나이까? 전 귀족이 아니라 그냥 평범한 대장장이입니다. 맹세코 아무 잘못도 안 했습니다!;是您召唤我吗？+我不是个伯爵，只是个普通铁匠+我发誓，我没有做错任何事！;是您召喚我嗎？+我不是個伯爵，只是個普通鐵匠+我發誓，我沒有做錯任何事！;Ihr habt mich rufen lassen? Ich bin kein Lord, nur ein Schmied. Ich schwöre, ich habe nichts Falsches getan!;Вы пожелали меня увидеть? Я же даже не лорд, я простой кузнец. Клянусь, я ничего такого не делал!;Mi avete fatto chiamare? Non sono un Lord, ma solo un fabbro. Giuro che non ho fatto niente di male!;Vossa Majestade mandou me chamar? Não sou nenhum lorde, sou apenas um ferreiro. Juro que não fiz nada de errado!;Who is this?;;Qui est-ce ?;¿Quién es este?;この者は？;누구지?;这是谁？;這是誰？;Wer ist das?;Кто это?;Chi è questo?;Quem é esse?;;;;;;;;;;;;;You remind me of...;;Vous me rappelez quelqu'un...;Me recordáis a...;見覚えがある(ぞ*わね)…;아마 그대가...;你让我想起了…;你讓我想起了…;Ihr erinnert mich an ...;Кого-то ты мне напоминаешь...;Mi ricordate...;Você me lembra alguém...;;;;;;;;;;;;;
_;857;spider;;This is the talented blacksmith we talked about. Let me study his work and see how it could be of use to the army.;;Le talentueux forgeron dont nous avons parlé. Laissez-moi étudier son invention et voir comment notre armée pourrait en bénéficier.;Este es el talentoso herrero del cual os hemos hablado. Dejadme estudiar su trabajo y veré cómo podría ser de utilidad para el ejército.;先ほど話題にしていた有能な鍛冶師です。+彼の仕事ぶりを見せてもらって、+我々の軍備増強に役立てましょう。;이 자가 전에 얘기했던 재능있는 대장장이입니다. 그의 작업물을 연구해 군에 쓸 수 있게 해주시옵소서.;这是之前提到的才华横溢的铁匠+让我研究一下他的工艺，+看看能不能给军队派上用场;這是之前提到的才華橫溢的鐵匠+讓我研究一下他的工藝，+看看能不能給軍隊派上用場;Das ist der talentierte Schmied, von dem wir gesprochen haben. Lasst mich seine Arbeit auf den Nutzen für unsere Armee untersuchen.;Это тот самый кузнец, о котором мы говорили. Позвольте мне взглянуть на его работы — возможно, нашей армии такой талант пригодится.;È il talentuoso fabbro di cui parlavamo. Permettetemi di studiare il suo lavoro e vediamo se potrebbe far comodo al nostro esercito.;Este é o talentoso ferreiro de quem falávamos. Deixe-me analisar o trabalho dele. Verei se será útil para o exército.;Let me talk to him;;Je souhaite lui parler;Dejadme hablar con él;私が話を(しよう*するわ);먼저 얘기 좀 하고;让我跟他聊聊;讓我跟他聊聊;Lasst mich mit ihm reden;Я хочу с ним поговорить;Voglio parlargli;Deixe-me falar com ele;;;;;;;;;;;;;Do as you wish;;Faites comme bon vous semble;Haced lo que queráis;(お前に任せよう*あなたに任せたわ);마음대로 하라;随你便;隨你便;Macht, was Ihr meint;Делай, что хочешь;Fate come volete;Como queira;;;;;;;;;;;;;
_;985;blacksmith;;Yes M'(Lord*Lady). I can help you make more weapons and armor. Is that what Your Majesty wants?;;Oui, Majesté. Je peux vous aider à fabriquer davantage d'armes et d'armures. Je suis à votre disposition.;Sí, (Señor*Señora). Puedo ayudaros a hacer más armas y armaduras. ¿Es eso lo que deseáis, Majestad?;はい、(国王*女王)陛下。+あなたがお望みであれば、+武器と鎧の製作の+お手伝いを致しましょう。;네 (폐하*폐하). 제가 무기와 갑옷을 만들어드릴 수 있지요. 그게 폐하가 원하시는 겁니까?;是的，我的(陛下*夫人)+我可以帮您制造更多武器和盔甲+这是您想要的吗？;是的，我的(陛下*夫人)+我可以幫您製造更多武器和盔甲+這是您想要的嗎？;Ja, Hoheit. Ich kann helfen, mehr Waffen und Rüstungen herzustellen. Ist es das, was Eure Majestät möchte?;Ваша Светлость, я могу помочь Вам с мечами и доспехами. Вам же это нужно?;Sì, (milord*milady), posso aiutarvi a forgiare più armi e più armature. È questo il volere di Vostra Maestà?;Sim, (senhor*senhora). Eu posso ajudá-los a fazer mais armas e armaduras. É isso que Vossa Majestade deseja?;We need you;;Nous avons besoin de vous;Os necesitamos;その力が必要(だ*よ);그대가 필요하다;我们需要你;我們需要你;Wir brauchen Euch;Нам нужен ты;Abbiamo bisogno di voi;Precisamos de você;;;;;;;;;;;;;Go away;;Hors de ma vue !;Marchaos;(去れ*去りなさい);물러나거라;走开;走開;Verschwindet;Ступай прочь;Andatevene;Vá embora;;;;;;;;;;;;;
entryrecruit;1590;blacksmith;arya;We have too much iron to store. What should we do with it?;;Nos entrepôts regorgent de fer. Que devons-nous en faire ?;Tenemos un exceso de hierro en tienda. ¿Qué debemos hacer con él?;鉄の備蓄が多すぎて+保管しきれません。+いかがしましょうか？;철이 너무 많이 쌓여있습니다. 이걸로 뭘 할까요?;我们有太多铁，放不下了+我们应该拿来做什么呢？;我們有太多鐵，放不下了+我們應該拿來做什麼呢？;Wir haben zu viel Eisen, um es zu lagern. Was sollen wir damit machen?;У нас накопилось слишком много железа. Что с ним делать?;Abbiamo troppo ferro e non riusciamo a immagazzinarlo. Cosa ne facciamo?;Temos ferro demais. O que devemos fazer com ele?;Make swords;;Fabriquez des épées;Haced espadas;剣を作りなさい;칼을 만들라;铸剑;鑄劍;Stellt Schwerter her;Ковать мечи;Forgiate spade;Faça espadas;;;;;;;;;;;;;Sell it;;Vendez-le;Vendedlo;鉄を売りなさい;팔아라;卖了;賣了;Verkauft es;Продать;Vendetelo;Venda-o;;;;;;;;;;;;;
