id;en;tu;fr;es;jp;ko;sc;tc;de;ru;it;bp;
;Brandon;Brandon;Brandon;Brandon;ブランドン;브랜돈;布兰登;布蘭登;Brandon;Брэндон;;Brandon;
female_names;Sylvia;Sylvia;Sylvia;Silvia;シルヴィア;실비아;西尔维娅;西爾維婭;Sylvia;Сильвия;Silvia;Sílvia;
;Godiva;Godiva;Renée;Godiva;ゴディヴァ;고다이바;戈代娃;戈代娃;Godiva;Годива;;Godiva;
;Melusine;Melusine;Mélusine;Melusina;メルシーン;멜루신;梅路西恩;梅路西恩;Melusine;Мелюзина;;Melusine;
;Ariadne;Ariadne;Marianne;Ariadna;アリアドネ;아리아드네;阿里阿德涅;阿裡阿德涅;Ariadne;Ариадна;Adriana;Ariadne;
;Delphine;Delphine;Delphine;Delfina;デルフィン;델핀;戴尔芬;戴爾芬;Delphine;Дельфина;Delfina;Delfina;
;Beatrix;Beatrix;Béatrix;Beatriz;ベアトリクス;베아트리스;比阿特丽克斯;比阿特麗克斯;Beatrix;Беатрис;Beatrice;Beatriz;
;Pauline;Pauline;Pauline;Paulina;ポーリーン;폴린;波林;波林;Pauline;Паулина;Paolina;Pauline;
;Melusin;Melusin;Mélusine;Melosa;メリュジーヌ;멜르진;梅露辛;梅露辛;Undine;Мелюзин;Melusina;Melusina;
memento_acolyte;<last_queen>'s improbable death will forever fuel urban legends.;<last_queen>'nin beklenmedik ölümü, sonsuza dek şehir efsanelerini besleyecek.;La mort surnaturelle de <last_queen> alimentera longtemps les légendes populaires.;La muerte improbable de <last_queen> alimenta las leyendas urbanas.;<last_queen>の+不可解な死は、+都市伝説となって語り継がれた。;<last_queen>의 있을 수 없는 죽음은 영원히 도시전설로 남을 것입니다.;<last_queen>的奇异之死+为都市传说添加浓墨重彩的一笔！;<last_queen>的奇異之死+為都市傳說添加濃墨重彩的一筆！;Wie <last_queen> zu Tode kam, wird ewig die Quelle moderner Legenden sein.;<last_queen> мертва, и легенды о ее немыслимой смерти будут слагать до скончания веков.;La morte improbabile di <last_queen> alimenterà per sempre le leggende metropolitane.;A morte improvável de <last_queen> dará para sempre origem a inúmeras lendas urbanas.;
memento_allergy;<last_queen> died in the fever of a strange era, forever a puzzle.;<last_queen> garip bir çağın ateşiyle öldü, sonsuza dek bir bilmece olacak.;<last_queen> mourut subitement, nul ne comprit jamais vraiment ce qui lui était arrivé.;<last_queen> murió en el fervor de una época extraña, eterna incógnita.;<last_queen>は+奇妙な時代に死去した挙句、+永遠の謎となった。;<last_queen>은(는) 의문스러운 시기에 열병으로 죽음을 맞이하여, 그 죽음은 영원히 수수께끼로 남을 것입니다.;<last_queen>在怪诞时期+死于一场发烧+成了一个永远的谜…;<last_queen>在怪誕時期+死于一場發燒+成了一個永遠的謎…;<last_queen> starb am Fieber einer seltsamen Epoche, ewig rätselhaft.;<last_queen> скончалась, сотрясаемая лихорадкой странных времен. Смерть ее скрыта покровом тайны.;<last_queen> è morta in un'epoca bizzarra e sarà per sempre un mistero.;<last_queen> morreu no turbilhão de uma estranha era, para sempre um enigma.;
memento_aside;<last_queen> died in bitterness, her crown forever disputed.;<last_queen> acılı şekilde öldü, tacı sonsuza dek yanlış hatırlanacak.;<last_queen> mourut rongée par l'amertume, sans héritier légitime.;<last_queen> murió en amargura, su corona eternamente disputada.;<last_queen>は+苦しい最期を遂げ、+その治世は永遠に論争の的となった。;<last_queen>은(는) 비통하게 죽어, 그 왕좌는 다툼에 휩싸였습니다.;<last_queen>含恨而终+人们对她的王权始终都有争议…;<last_queen>含恨而終+人們對她的王權始終都有爭議…;<last_queen> starb verbittert und ihre Krone blieb ewig umstritten.;<last_queen> скончалась, исполненная горечи, и битвам за ее корону не суждено прекратиться.;La morte di <last_queen> è stata amara, la sua corona sarà per sempre controversa.;<last_queen> morreu na amargura, com sua coroa eternamente disputada.;
memento_broke;<last_queen> died without fanfare, forever misremembered.;<last_queen> seveni olmadan öldü, sonsuza dek yanlış hatırlanacak.;<last_queen> mourut dans le dénuement, reniée par les siens.;<last_queen> murió sin gloria, olvidada para siempre.;<last_queen>は+華のない最期を遂げ、+永遠に誤解されつづけた。;<last_queen>은(는) 아무도 몰래 죽어, 영원히 잊혀졌습니다.;<last_queen>默默而终+无人铭记…;<last_queen>默默而終+無人銘記…;<last_queen> starb ohne Fanfare und blieb ewig in falscher Erinnerung.;<last_queen> скончалась тихо, забытая всеми.;<last_queen> è morta in silenzio, nessuno la ricorderà.;<last_queen> morreu sem alarde e foi para sempre esquecida.;
memento_birth;<last_queen> died in anguish, forever a figure of romance.;<last_queen> ızdırap çekerek öldü, sonsuza dek bir romantizm simgesi olacak.;<last_queen> mourut en couche, devenant un symbole de l'amour maternel.;<last_queen> murió angustiada, presa del romance.;<last_queen>は+苦しみの中絶命し、+悲劇の女王として語り継がれた。;<last_queen>은(는) 괴로움에 휩싸여 죽어, 영원토록 로맨스 이야기 속의 인물로 남게 되었습니다.;<last_queen>悲苦而亡+她的死成为浪漫的代名词…;<last_queen>悲苦而亡+她的死成為浪漫的象征…;<last_queen> starb qualvoll und wurde ewig zu einer romantischen Gestalt.;<last_queen> скончалась в муках, так и оставшись навеки романтической героиней.;Le pene d'amore di <last_queen> verranno ricordate dai posteri: sarà per tutti l'immagine del romanticismo.;<last_queen> morreu angustiada e tornou-se uma figura romântica para sempre.;
memento_burning;<last_queen> died famously, forever an icon to disobedient women.;<last_queen> ünlü şekilde öldü, itaat etmeyen kadınlar için sonsuza dek bir ikon olacak.;En mourant, <last_queen> passa à la postérité comme symbole de la femme insoumise.;<last_queen> murió con fama, como un icono de mujer indomable.;<last_queen>は+有名な死を遂げ、+強情女の代名詞となって生き続けた。;<last_queen>은(는) 반항하는 여성의 상징으로써 영원토록 기려지며 죽었습니다.;<last_queen>死得声名远扬+成为女性抗争的经典形象…;<last_queen>死得聲名遠揚+成為女性抗爭的經典形象…;<last_queen> starb ruhmvoll und wurde ewig zum Symbol ungehorsamer Frauen.;<last_queen> встретила смерть гордо, так и оставшись кумиром для всех непокорных женщин.;Alla sua morte <last_queen> era famosissima: è stata e sarà per sempre un'icona per le donne disobbedienti.;<last_queen> teve uma morte famosa e tornou-se para sempre um ícone das mulheres desobedientes.;
memento_coup;<last_queen>'s brutal death is forever an example of poetic justice.;<last_queen>'nin vahşi ölümü sonsuza dek ilahi adaletin bir örneği olacak.;L'abominable mort de <last_queen> fit la preuve de l'existence d'une justice immanente.;La muerte brutal de <last_queen> será para siempre un ejemplo de justicia poética.;<last_queen>の+残酷な死は、+詩的正義の典型として語り継がれた。;<last_queen>의 잔혹한 죽음은 영원토록 인과응보의 예로써 남을 것입니다.;<last_queen>死得十分悲惨+很好的诠释了什么叫恶有恶报…;<last_queen>死得十分悲慘+很好的诠釋了什麽叫惡有惡報…;Der brutale Tod von <last_queen> dient ewig als Beispiel poetischer Gerechtigkeit.;<last_queen> и ее страшная смерть навеки останутся примером идеальной справедливости.;La morte violenta di <last_queen> rimarrà negli annali come un esempio di giustizia poetica.;A morte brutal de <last_queen> será para sempre um exemplo de justiça poética.;
memento_crushed;<last_queen>'s frenzied death is forever a dissertation topic.;<last_queen>'nin çılgın ölümü sonsuza dek bir tez konusu olacak.;De nombreuses thèses ont été écrites sur le paradoxe de la mort de <last_queen>.;La muerte frenética de <last_queen> será para siempre carne de debate.;<last_queen>の+狂気めいた死は、+いつの時代も論文のテーマとなった。;<last_queen>이(가) 광분하다 죽은 모습은 영원토록 논문 주제로써 남을 것입니다.;<last_queen>疯癫的死+成为了极具学术价值的话题…;<last_queen>瘋癲的死+成為了極具學術價值的話題…;Der gewaltsame Tod von <last_queen> ist ewig ein Thema von Dissertationen.;<last_queen> и ее немыслимая смерть станут темой не одного трактата.;La morte delirante di <last_queen> rimane ancora oggi un acceso argomento di discussione.;A morte frenética de <last_queen> será para sempre um tema de dissertações.;
memento_dishes;<last_queen> died in disgrace, forever a warning for proud children.;<last_queen> rezil şekilde öldü, gururlu çocuklar için sonsuza dek bir uyarı olacak.;La disgrâce et la mort misérable de <last_queen> sont toujours racontées aux enfants pour les mettre en garde contre l'arrogance.;<last_queen> murió en desgracia, eterna salvadora de los pobres niños.;<last_queen>は+屈辱にまみれて絶命し、+ごう慢な子供たちへの教訓となった。;<last_queen>은(는) 불명예스럽게 죽어, 영원토록 오만한 아이들의 반면교사로 남을 것입니다.;<last_queen>死得颜面尽失+大人们用她来警示傲慢的小孩…;<last_queen>死得顏面盡失+大人们用她來警示傲慢的小孩…;<last_queen> starb in Schande, eine ewige Warnung für stolze Kinder.;<last_queen> скончалась в опале, словно в назидание юнцам, исполненным гордыни.;<last_queen> è morta in disgrazia: che sia da monito per i bambini superbi.;<last_queen> morreu em desgraça e tornou-se para sempre um aviso para crianças orgulhosas.;
memento_drown;<last_queen>'s death will be forever remembered in mournful river paintings.;<last_queen>'nin ölümü hüzünlü resimlerde sonsuza dek hatırlanacak.;Suite à la mort de <last_queen>, la représentation des cours d'eau est devenue un symbole de la peinture mélancolique.;La muerte de <last_queen> será eternamente recordada en bucólicas pinturas de duelo.;<last_queen>の死は、+陰気な川の絵となって+人々の心に刻み込まれた。;<last_queen>의 죽음은 강가의 그림 속에서 영원토록 비극으로 남아있을 것입니다.;<last_queen>的死+将永远被殇河的画作铭记…;<last_queen>的死+將永遠被殤河的畫作銘記…;Des Todes von <last_queen> wird ewig mit trauervollen Flussgemälden gedacht.;<last_queen>… Глядя на пейзажи с изображением печальной реки, все еще долго будут вспоминать королеву…;La morte di <last_queen> verrà sempre ricordata nei dipinti di fiumi desolati.;A morte de <last_queen> será para sempre recordada em pinturas lúgubres em rios.;
memento_eclipse;<last_queen>'s notorious death will forever figure in religious conspiracies.;<last_queen>'nin kötü şöhretli ölümü, dini komplolarda sonsuza dek yer alacak.;La tristement célèbre mort de <last_queen> servira toujours d'argument aux conspirateurs religieux.;La muerte de <last_queen> figurará eternamente entre las más famosas conspiraciones religiosas.;<last_queen>は+悪名高い死を遂げ、+宗教的陰謀への関与を疑われつづけた。;<last_queen>의 악명높은 죽음은 종교적인 음오의 영원한 증거로써 남을 것입니다.;<last_queen>死得臭名远扬+成为宗教阴谋史中鲜明的形象…;<last_queen>+死得臭名遠揚+成為宗教陰謀史中鮮明的形象…;Der Tod von <last_queen> wird ewig in religiösen Verschwörungen auftauchen.;<last_queen>… Ее наделавшая много шума смерть всегда будет фигурировать в теориях заговоров.;In seguito alla sua morte, tristemente nota, <last_queen> comparirà per sempre nei complotti religiosi.;A célebre morte de <last_queen> será para sempre um assunto de conspirações religiosas.;
memento_exile;<last_queen> died quietly, forever an unremarked-upon portrait.;<last_queen> sonsuza kadar fark edilmeyen bir portre olarak sessizce öldü;<last_queen> mourut dans la solitude, ne laissant d'elle qu'un portrait poussiéreux dont nul ne saurait dire aujourd'hui qui elle fut.;<last_queen> murió en paz, eterno retrato de la tranquilidad del alma.;<last_queen>は+ひっそりと死去し、+永遠に影の薄い女王となった。;<last_queen>은(는) 아무도 몰라볼 초상화 하나만 남긴 채, 조용히 죽었습니다.;<last_queen>+死得默默无闻+淹没在历史的长河中…;<last_queen>死得默默無聞+淹沒在歷史的長河中…;<last_queen> starb still und leise und wurde ein ewig missachtetes Porträt.;<last_queen> скончалась тихо, как и жила, и даже ее портрет теряется на фоне других.;<last_queen> è morta senza far rumore e rimarrà un ritratto di cui nessuno si accorgerà.;<last_queen> morreu de forma discreta, passando a ser para sempre apenas mais um retrato.;
memento_explosion;<last_queen> died in a spectacular event, forever retold in song.;<last_queen> görkemli bir etkinlikte öldü, sonsuza dek şarkısı söylenecek.;La mort spectaculaire de <last_queen> inspira d'innombrables chansons.;<last_queen> murió en un evento espectacular, que fue siempre recordado en canciones y cuentos.;<last_queen>は+派手な事故死を遂げ、+歌となって語り継がれた。;<last_queen>의 성대한 죽음은 영원토록 노래로 불릴 것입니다.;<last_queen>死于一场盛大活动+她的死被反复吟唱…;<last_queen>死於一場盛大活動+她的死被反覆吟唱…;<last_queen> starb auf eine spektakuläre Weise, die ewig besungen wird.;<last_queen> погибла во время зрелищного события, о котором всегда будут слагать песни.;<last_queen> è morta durante un evento spettacolare, che verrà sempre raccontato in musica.;<last_queen> morreu num evento espetacular que será para sempre relembrado em canções.;
memento_frog;<last_queen>'s death will forever be the stuff of musical theatre.;<last_queen>'nin ölümü sonsuza dek müzik sahnelerinde canlanacak.;La mort de <last_queen> devint un thème classique du théâtre chanté.;La muerte de <last_queen> será eternamente material para nuevos musicales.;<last_queen>の死は+いつの世でも、+歌劇となって語られ続けた。;<last_queen>의 죽음은 영원히 극장의 뮤지컬로써 남을 것입니다.;<last_queen>的死+成为音乐剧的好题材…;<last_queen>的死+成為音樂劇的好題材…;Der Tod von <last_queen> wird zum ewigen Stoff des Musiktheaters.;<last_queen>: ее смерть навсегда останется основой для сюжетов мюзиклов.;La morte di <last_queen> verrà per sempre usata come materiale per il teatro musicale.;A morte de <last_queen> será sempre a inspiração de peças musicais.;
memento_guillotine;<last_queen> died infamously, her name forever meaning cruelty.;<last_queen> kötü ünlü öldü, ismi sonsuza dek zalim anlamına gelecek.;La mort sordide de <last_queen> passa à la postérité comme exemple de cruauté.;<last_queen> murió de forma infame, su nombre será siempre sinónimo de crueldad.;<last_queen>は+不名誉な死を遂げ、+その名は残虐性の象徴となった。;<last_queen>은(는) 불명예스럽게 죽어, 그 이름은 영원토록 잔인함의 상징으로 남을 것입니다.;<last_queen>死得声名狼藉+她的名字成为了残忍的代名词…;<last_queen>死得聲名狼藉+她的名字成為了殘忍的象征…;<last_queen> starb berüchtigt, ihr Name wird ewig mit Grausamkeit gleichgesetzt.;<last_queen> умерла позорной смертью, и ее имя навсегда останется синонимом жестокости.;<last_queen> è stata una donna spietata. Anche dopo morta, il suo nome non farà pensare ad altro che alla sua crudeltà.;<last_queen> sofreu uma morte infame, e seu nome tornou-se para sempre sinônimo de crueldade.;
memento_hanged;<last_queen> died in ignominy, her name forever spoken with a thrill.;<last_queen> rezil şekilde öldü, ismi sonsuza dek heyecanla anılacak.;<last_queen> mourut piteusement et on prononce encore son nom avec effroi.;<last_queen> murió en ignominia, su nombre siempre recordado con terror.;<last_queen>は+屈辱的な死を遂げ、その名は+わずかな興奮と共に語られつづけた。;<last_queen>은(는) 수치스럽게 죽어, 이름이 불리는 것만으로도 부끄러움의 상징으로 여겨질 것입니다.;<last_queen>死得太不光彩+人们提到她名字都直哆嗦…;<last_queen>死得太不光彩+人們提到她名字都直哆嗦…;<last_queen> starb verachtet, ihr Name wird ewig mit einem Schaudern genannt.;<last_queen> встретила бесчестную смерть, и впредь ее имя всегда будут произносить с содроганием.;<last_queen> è morta nell'ignominia, il suo nome verrà sempre pronunciato con un brivido.;<last_queen> morreu na ignomínia, e seu nome passou a ser falado para sempre com emoção.;
memento_head_cut;Symbols of <last_queen>'s sad death will forever be part of folk holidays.;<last_queen>'nin ölümünün sembolleri sonsuza dek halk bayramlarının parçası olacak.;Les babioles associées à la triste fin de <last_queen> servent toujours de décorations dans les fêtes folkloriques.;Los símbolos de la muerte de <last_queen> formarán siempre parte del folclor popular.;<last_queen>の+悲劇的な死は教訓となり、+国民の祝日として後世に残った。;<last_queen>의 슬픈 죽음은 국경일로써 영원히 남을 것입니다.;<last_queen>悲惨的死亡象征+将永远出现在民俗节日中…;<last_queen>悲慘的死亡象征+將永遠出現在民俗節日中…;Symbole des traurigen Todes von <last_queen> werden ewig Teil von Volksfeiertagen sein.;<last_queen>… Атрибуты ее печальной смерти впредь будут использоваться во время народных гуляний.;I simboli della triste morte di <last_queen> faranno per sempre parte delle feste popolari.;Os símbolos da triste morte de <last_queen> farão para sempre parte de feriados populares.;
memento_puritain;<last_queen> was not mourned, forever associated with cold piety.;<last_queen> için yas tutulmadı, sonsuza dek koyu dincilikle bağdaştırılacak.;On ne pleura pas la mort de <last_queen>, dont le nom devint synonyme de piété aveugle.;<last_queen> no fue llorada, sino recordada como símbolo la fría devoción.;<last_queen>の死を+悼む者はなく、信仰をなくした者の+末路を象徴しつづけた。;<last_queen>의 죽음을 슬퍼하는 이는 아무도 없었으며, 영원토록 차가운 동정만 받을 것입니다.;没人哀悼<last_queen> +她的名字会让人感受到+那带有一丝冰冷的虔诚…;沒人哀悼<last_queen> +她的名字會讓人感受到+那帶有一絲冰冷的虔誠…;<last_queen> wurde nicht betrauert, man schreibt ihr ewig kalte Frömmigkeit zu.;<last_queen> умерла, никем не оплаканной, и навсегда осталась олицетворением холодного благочестия.;Il lutto per la morte di <last_queen> non è stato osservato, perché il suo nome è sempre stato associato alla più fredda pietà.;Não houve lamentos por <last_queen>, tendo seu nome para sempre associado a uma devoção vazia.;
memento_rash;<last_queen> died in a gruesome season, forever spoken of in horror.;<last_queen> korkunç bir dönemde öldü, sonsuza dek korkuyla anılacak.;<last_queen> mourut après une lente agonie, et son nom fut toujours évoqué avec dégoût.;<last_queen> murió de forma espantosa, eternamente recordada con horror.;<last_queen>の+おぞましい死は、+怪談となって語られつづけた。;<last_queen>은(는) 끔찍한 시기에 죽음을 맞이했으며, 그 이름은 영원히 두려움 속에서 불릴 것입니다.;<last_queen>死得太诡异+人们一想起来就感到莫名的恐惧…;<last_queen>死得太陰森+人們一想起來就感到莫名的恐懼…;<last_queen> starb in einer grausigen Zeit, von der man ewig mit Schrecken spricht.;<last_queen> скончалась в страшные времена, о которых всегда говорят с ужасом.;<last_queen> è morta in un periodo terribile e il suo nome verrà sempre ricordato con orrore.;<last_queen> morreu numa época terrível, passando a ser falada para sempre com horror.;
memento_spell;Paintings of <last_queen>'s death will forever be gothic fascinations.;<last_queen>'nin ölümünün resimleri sonsuza dek gotik cazibesi olacak.;Les tableaux représentant la mort de <last_queen> auront toujours un aspect gothique fascinant.;Las imágenes de la muerte de <last_queen> no dejarán nunca de ser fetiches para los góticos.;<last_queen>の最期を+描いた絵は、いつの世も+陰うつな魅力を放ちつづけた。;<last_queen>의 죽음을 기린 그림은 영원히 고딕 미술로 남아있을 것입니다.;<last_queen>死亡的画作+在哥特圈里相当流行…;<last_queen>+死亡的畫作+在哥特圈裏相當流行…;Gemälde des Todes von <last_queen> werden Schauerfreunde ewig faszinieren.;<last_queen>: Картины с изображением ее смерти навеки останутся преисполненными готического очарования.;I dipinti della morte di <last_queen> rimarranno sempre attrazioni gotiche.;As pinturas da morte de <last_queen> serão para sempre fascinantes obras de arte gótica.;
memento_spirit;<last_queen>'s manner of death was unexplained, forever debated.;<last_queen>'nin ölüm şekli açıklanmadı, sonsuza dek tartışıldı.;Les circonstances de la mort de <last_queen> restent inexpliquées à ce jour, et font encore débat.;La muerte de <last_queen> será siempre inexplicable, eternamente debatida.;<last_queen>の死因は+解明されず、+時代を超えて論争がつづいた。;<last_queen>은(는) 알 수 없는 이유로 죽었으며, 영원히 토론거리로 남을 것입니다.;没人知道+<last_queen>到底是怎么死的+人们因此争论不休…;沒人知道<last_queen>到底是怎麼死的+大家說法不一…;Die Todesumstände von <last_queen> werden nie geklärt und ewig diskutiert.;<last_queen> нашла необъяснимую смерть, о которой всегда будут вестись споры.;Nessuno sa spiegare com'è morta <last_queen>: rimarrà sempre motivo di dibattito.;A morte de <last_queen> nunca foi explicada e passou a ser para sempre um tema de debate inesgotável.;
memento_statue;<last_queen> died particularly badly, her statue forever a site of pilgrimage.;<last_queen> özellikle kötü şekilde öldü, heykeli sonsuza dek bir hac alanı olacak.;La mort de <last_queen> fut particulièrement frappante et sa statue devint un lieu de pèlerinage.;<last_queen> murió de forma especialmente dura, su estatua será para siempre destino de peregrinos.;<last_queen>は+あまりに傷ましい最期を遂げ、+像の巡礼者が絶えることはなかった。;<last_queen>은(는) 유별나게 끔직이 죽어, 그녀의 조각상은 영원히 순례지로 남을 것입니다.;<last_queen>死的相当惨烈+她的雕像成为了朝圣之地…;<last_queen>死的相當慘烈+她的雕像成為了朝聖之地…;Der Tod von <last_queen> war sehr hart, ewig werden Leute zu ihrer Statue pilgern.;<last_queen> нашла особенно страшную смерть, а статуя королевы стала местом паломничества.;La morte di <last_queen> è stata particolarmente crudele. La sua statua sarà per sempre meta di pellegrinaggio.;<last_queen> morreu de forma macabra, e sua estátua passou a ser para sempre um local de peregrinação.;
memento_tower;<last_queen>'s grotesque end will forever be the stuff of whispers.;<last_queen>'nin acayip sonu sonsuza dek söylentilere neden olacak.;La fin grotesque de <last_queen> ne sera désormais évoquée qu'à voix basse.;El final grotesco de <last_queen> formará para siempre parte de los cuchicheos.;<last_queen>の+むごたらしい死は、+永遠に小声で語られつづけた。;<last_queen>의 괴기한 죽음은 영원히 비밀로 남을 것입니다.;<last_queen>荒诞的结局+完美诠释了告密者的下场…;<last_queen>怪誕奇異的結局+完美詮釋了告密者的下場…;Über das groteske Ende von <last_queen> wird ewig geflüstert.;<last_queen>: смерть ее была такой жуткой, что о ней не перестанут шептаться в кулуарах.;La fine grottesca di <last_queen> sarà per sempre chiacchierata.;A morte grotesca de <last_queen> será para sempre comentada em sussurros.;
memento_vines;<last_queen> met a bizarre death, forever unsolved by historians.;<last_queen> garip bir şekilde öldü, tarihçiler tarafından sonsuza dek çözülemeyecek.;Les historiens ne parvinrent jamais à expliquer la mystérieuse mort de <last_queen>.;<last_queen> encontró una muerte extraña, que nunca llegó a ser resuelta por los historiadores.;<last_queen>は+奇怪な最期を遂げ、+その謎はどの歴史家にも解けなかった。;<last_queen>은(는) 기묘한 죽음을 맞이했습니다. 그 죽음은 역사학자들의 영원한 연구대상이 될 것입니다.;<last_queen>死得诡异+历史学家众说纷纭…;<last_queen>死得詭異+歷史學家眾說紛紜…;<last_queen> fand ein bizarres Ende, ewig unaufgeklärt von den Historikern.;<last_queen> нашла эксцентричную смерть, причин которой историки не могут понять до сих пор.;<last_queen> ha incontrato la morte in maniera bizzarra. Nemmeno gli storici riusciranno a spiegarla.;<last_queen> sofreu uma morte bizarra e para sempre inexplicável pelos historiadores.;
memento_oldage;<last_queen>'s noble death will forever be an international holiday.;<last_queen>'nin asil ölümü sonsuza dek uluslararası bir bayram olacak.;Le jour de l'auguste mort de <last_queen> devint un jour férié dans le monde entier.;La noble muerte de <last_queen> será para siempre fiesta nacional.;<last_queen>の+気高い死は、+国家の祝日となって永遠に称えられた。;<last_queen>이(가) 고귀한 죽음을 맞은 날은 국제적 공휴일로써 영원히 남을 것입니다.;<last_queen>的亡去之日+成为了国际性的节日…;<last_queen>的亡去之日+成為了國際性的節日…;Der Todestag von <last_queen> wird ewig zu einem internationalen Gedenktag.;<last_queen>… Дата ее благородной смерти навсегда останется государственным праздником.;Il giorno della nobile morte di <last_queen> diventerà una festa internazionale.;A data da digna morte de <last_queen> será para sempre um feriado internacional.;
memento_oldagewithking;<last_queen>'s death was intimately observed by those who loved her.;<last_queen>'nin ölümü sevenleri tarafından yakından gözlemlendi.;<last_queen> mourut sous le regard bienveillant de ceux qui l'aimaient.;<last_queen> murió en la intimidad familiar, observada por sus seres más queridos.;<last_queen>は、+愛する者たちに優しく看取られながら+息を引き取った。;<last_queen>은(는) 사랑하는 이 앞에서 죽음을 맞이했습니다.;<last_queen>的忌日+成为了她的拥戴者共同的节日…;<last_queen>的忌日+成為了擁戴她的人共同的節日…;<last_queen> starb umgeben vom engsten Kreise derer, die sie liebten.;<last_queen>… В момент ее смерти с ней рядом были те, кто любил ее.;Mentre passava a miglior vita, <last_queen> era vegliata dalle persone che l'amavano.;A morte de <last_queen> foi acompanhada de perto por aqueles que a amavam.;
zodiac_aquarius;Chosen for her impeccable manners, <new_queen> aims to instill confidence in the crown.;Kusursuz görgüsüyle seçilen <new_queen> taca güven aşılamayı hedefliyor.;Choisie pour ses manières irréprochables, <new_queen> incite le peuple à faire confiance à la Couronne.;Elegida por sus impecables modales, <new_queen> desea transmitir confianza en la corona.;その気品に満ちた佇まいを買われ、+新女王の<new_queen>が、+王室の信頼を取り戻すべく即位した。;흠잡을 데 없는 예의범절로 선택받은 <new_queen>은(는) 정부에 신뢰를 심는 것을 목표로 삼고 있습니다.;<new_queen>的举止无可挑剔+并当选王后，她要让臣民都信服于她…;<new_queen>的舉止無可挑剔，+當選王后後，她要讓臣民都信服于她…;Wegen ihrer tadellosen Manieren ausgewählt, möchte Königin <new_queen> für Vertrauen in die Krone sorgen.;Избранная королевой за безупречные манеры, <new_queen> намерена укрепить доверие подданных к короне.;Scelta per le sue buone maniere, <new_queen> vuole infondere nuova sicurezza alla Corona.;Escolhida por suas excelentes maneiras, <new_queen> pretende fazer crescer a confiança na Coroa.;
zodiac_pisces;Queen <new_queen> was chosen to strengthen ties with the West. She may not be welcomed in her new land.;Kraliçe <new_queen>, Batı ile bağları güçlendirmek için seçildi. Yeni topraklarında hoş karşılanmayabilir.;La Reine <new_queen> a été choisie pour renforcer les liens avec l'Ouest. Mais son nouveau pays l'acceptera-t-il ?;La Reina <new_queen> fue elegida para afianzar los vínculos con el oeste. Tal vez no sea bienvenida en su tierra.;西方との絆を強化すべく、+新女王の<new_queen>が+王国へ迎えられたが、+前途は多難のようであった。;<new_queen> 여왕은 서쪽과의 유대를 강화시킨 공로로 선출되었습니다. 새로운 고향에선 환영받지 못할 수도 있습니다.;<new_queen>当选王后+旨在加强与西方的联系 +她在新领地上可能没那么受欢迎;<new_queen>當選王后+旨在加強與西方的聯系 +她在新領地上可能不那麼受歡迎;Königin <new_queen> soll die Verbindungen mit dem Westen stärken. In ihrer neuen Heimat ist man ihr gegenüber vielleicht skeptisch.;Королева <new_queen> была избрана, чтобы укрепить отношения с западом. Новая страна может ее не принять.;La regina <new_queen> è stata scelta per rafforzare i rapporti con l'Ovest. Potrebbe non essere la benvenuta nel suo nuovo regno.;A rainha <new_queen> foi escolhida para fortalecer os laços com o Ocidente. Ela poderá não ser bem recebida em sua nova terra.;
zodiac_aries;Queen <new_queen> comes to the throne in a time of national discontent and simmering aggression.;Kraliçe <new_queen>, tahta ulusal memnuniyetsizlik ve büyüyen saldırganlık döneminde geliyor.;La Reine <new_queen> accède au trône dans un climat de grogne et d'instabilité.;La Reina <new_queen> llega al trono en una época de descontento y violencia contenida.;国民の不満と、一触即発の緊張感が+渦巻く時代に、新たな女王+<new_queen>が即位した。;<new_queen> 여왕은 국가에 대한 불만이 최고조라 언제라도 폭발하는 게 이상하지 않은 시기에 왕위에 올랐습니다.;<new_queen>王后继位+人民不满情绪高涨+势将爆发反抗;<new_queen>王后繼位+人民不滿情緒高漲+勢將爆發反抗;Königin <new_queen> kommt in einer Zeit nationaler Unzufriedenheit und schwelender Aggressionen auf den Thron.;Королева <new_queen> взошла на трон во времена народных недовольств и назревающих беспорядков.;La regina <new_queen> sale al trono in un periodo di malcontento e di tumulti repressi.;A rainha <new_queen> sobe ao trono num momento de insatisfação nacional e agressões latentes.;
zodiac_cancer;The people hope Queen <new_queen> will be the ideal of motherhood they have desired.;İnsanlar Kraliçe <new_queen>'in arzuladıkları ideal anneliği yapacağını umuyor.;Le peuple espère que la Reine <new_queen> représentera l'idéal maternel auquel il aspire.;El pueblo espera de la Reina <new_queen> que sea el ejemplo vivo de maternidad que tanto desea.;人々は女王<new_queen>が、+待ち望んだ理想の母であるよう願った。;사람들은 <new_queen> 여왕이 이상적인 군주가 되어주길 바라고 있습니다.;人们希望+<new_queen>王后+能够像他们期待的那样，母仪天下;人們希望+<new_queen>王后+能夠像他們期待的那樣，母儀天下;Das Volk hofft, dass Königin <new_queen> dem von ihm erwünschten Mutterideal entsprechen wird.;Жители страны надеются, что королева <new_queen> станет для них идеальной матерью, о которой они мечтали.;La gente spera che la Regina <new_queen> rappresenti l'ideale di maternità che tanto ha desiderato.;O povo espera que a rainha <new_queen> represente o ideal de maternidade que sempre desejaram.;
