name;id;bearer;question;tu_question;fr_question;es_question;jp_question;ko_question;sc_question;tc_question;de_question;ru_question;it_question;bp_question;override_yes;tu_override_yes;fr_override_yes;es_override_yes;jp_override_yes;ko_override_yes;sc_override_yes;tc_override_yes;de_override_yes;ru_override_yes;it_override_yes;bp_override_yes;answer_yes;tu_answer_yes;fr_answer_yes;es_answer_yes;jp_answer_yes;ko_answer_yes;sc_answer_yes;tc_answer_yes;de_answer_yes;ru_answer_yes;it_answer_yes;bp_answer_yes;override_no;tu_override_no;fr_override_no;es_override_no;jp_override_no;ko_override_no;sc_override_no;tc_override_no;de_override_no;ru_override_no;it_override_no;bp_override_no;answer_no;tu_answer_no;fr_answer_no;es_answer_no;jp_answer_no;ko_answer_no;sc_answer_no;tc_answer_no;de_answer_no;ru_answer_no;it_answer_no;bp_answer_no;vide
play_redspellbook;1418;vampire;This is not the right magic book to cure my curse! *Sob* *sob* Am I truly doomed to hunger for eternity?;Bu, lanetimi kaldıracak doğru büyü kitabı değil! *Hıçkırır* Gerçekten ebediyet boyunca açlığa mı mahkumum?;Ce n'est pas le grimoire qui contient le sort qui me délivrera ! *Snif* Suis-je condamné à avoir éternellement faim ?;¡Este no es el libro de magia adecuado para curar mi maldición! *sollozo* ¿Estoy condenado a pasar hambre para siempre?;これはわが呪いを解くための、+魔法書ではない！+ぐすんぐすん…私はやはり、+永遠の飢えに苦しむ定めなのか？;이 책은 제 저주를 풀어줄 수 있는 책이 아닙니다! *훌쩍* *훌쩍* 전 진정으로 영원히 굶주려야 하는 운명일까요?;这不是那本能够解除我身上诅咒的书！+*呜呜*我真的注定要永远承受饥饿的折磨吗？;這不是那本能夠解除我身上詛咒的書！+*嗚嗚*我真的註定要永遠承受饑餓的折磨嗎？;Das ist nicht das richtige Zauberbuch zur Heilung meines Fluchs! *schluchz* Muss ich wirklich auf ewig hungern?;Это — не та книга заклинаний, от проклятия она меня не избавит! *всхлип* Неужели я действительно обречен на веки вечные?;Non è il libro di magia giusto per curare la mia maledizione! *Sob* *sob* Sono davvero condannato a una sete eterna?;Este não é o livro que cura minha maldição! *chuinf* *chuinf* Estou realmente condenado a passar fome para sempre?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
play_blankspellbook;1419;vampire;There's nothing in this book at all! This cannot help.... alas, my Queen, am I doomed?!;Bu kitapta hiçbir şey yok! Bu işe yarayamaz... Ne yazık, Kraliçem, ben kaderime mi mahkumum?!;Il n'y a rien du tout, dans ce grimoire ! Rien qui puisse m'aider. Hélas ! Majesté, n'y a-t-il aucun espoir ?;¡En este libro no hay nada de nada! Esto no ayuda en absoluto... ¡Ay, mi Reina, estoy condenado!;この書には何も書いておらんぞ！+これではだめだ…ああ、わが女王よ、+私は永遠に救われぬのか？！;이 책엔 아무것도 안 쓰여있군요! 이래선 안 되죠... 아아, 여왕님, 전 끝인 걸까요?!;这本书里什么也没有！+完全帮不上忙…唉，王后殿下+这是命中注定的吗？！;這本書裡什麼也沒有！+完全幫不上忙…唉，王后殿下+這是命中註定的嗎？！;In diesem Buch steht gar nichts! Es kann nicht helfen ... ach, meine Königin, bin ich verloren?!;В этой книге ничего нет! Это мне не поможет... увы и ах мне, моя королева! Неужели я обречен?!;In questo libro non c'è nulla! Non contiene nulla di utile... ahimè, mia Regina, sono davvero condannato?!;Não há nada neste livro! Isso não ajuda... Ai de mim, minha rainha, estou mesmo condenado?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
play_enameledbone;1420;vampire;Gahhhhh! It burns me! Do you truly wish to banish me, O Queen?;Aahhhhh! Yakıyor! Gerçekten beni kovmak mı istiyorsunuz Kraliçe?;Aaaaargh !!!! Ça brûle ! Votre Majesté cherche-t-elle à se débarrasser de moi ?;¡Ahhhhh! ¡Me quemo! ¿De verdad deseáis desterrarme, oh mi Reina?;ぬぐわぁぁぁぁっ、熱い！+焼け焦げてしまう！+実は私を滅ぼしたいのか、わが女王よ？;끄아아아! 타오르는군요! 정말로 절 없애실 겁니까, 여왕 폐하?;啊啊啊！我被烧伤了！+您真的想要除掉我吗，王后殿下？;啊啊啊！我被燒傷了！+您真的想要除掉我嗎，王后殿下？;Ahhhhh! Das brennt! Wollt Ihr mich wirklich verbannen, meine Königin?;А-а-а! Я весь горю! Неужели вы и впрямь хотите уничтожить меня, о моя королева?;Gahhhhh! Brucia! Desiderate davvero liberarvi di me, mia Regina?;Gahhhhh! Isso queima! Deseja realmente me banir, Majestade?;Yes!;Evet!;Oui !;¡Que sí!;そうよ！;그래!;没错！;沒錯！;Ja!;Да!;Sì!;Sim!;<i>Stung by your holy relic, the vampire flees your kingdom!</i>;<i>Kutsal eserin canını yakıyor ve vampir krallığından kaçıyor!</i>;<i>Blessé par votre relique sacrée, le vampire s'enfuit du royaume !</i>;<i>¡Escocido por tu reliquia sagrada, el vampiro huye de tu reino!</i>;<i>聖遺物の力に打たれ、+吸血鬼は王国から逃げ去った！</i>;<i>당신의 성스러운 유물에 찔린 흡혈귀는 당신의 왕국에서 도망쳤습니다!</i>;<i>吸血鬼被你的圣遗物灼伤，逃出了王国！</i>;<i>吸血鬼被你的聖物灼傷，逃出了王國！</i>;<i>Gepeinigt von Eurem heiligen Relikt, flieht der Vampir aus Eurem Königreich!</i>;<i>Вампир, обожженный вашей священной реликвией, покидает королевство!</i>;<i>Dopo essere stato colpito con la vostra sacra reliquia, il vampiro fugge dal vostro regno!</i>;<i>Ferido pela sua relíquia sagrada, o vampiro vai embora do seu reino!</i>;Nah;Hayır;Mais non;La verdad que no;まさか;아니;不;不;Nee;Нет;Nah;Nah;<i>It's mildly entertaining to see him suffer.</i>;<i>Acı çekişini görmek biraz eğlenceli.</i>;<i>Vous éprouvez un certain plaisir à le voir souffrir.</i>;<i>Es medianamente entretenido verle sufrir.</i>;<i>吸血鬼が苦しむのを眺めるのは、+それなりに面白かった。</i>;<i>아파하는 모습이 조금 재밌습니다.</i>;<i>见到他受苦的样子还有点儿意思</i>;<i>見到他受苦的樣子還有點意思</i>;<i>Es ist einigermaßen unterhaltsam, ihn leiden zu sehen.</i>;<i>Просто вам занятно наблюдать за его страданиями.</i>;<i>Non è poi così divertente vederlo soffrire.</i>;<i>É quase divertido vê-lo sofrendo.</i>;
;1421;doctor;That vampire is lurking around the churchyard again. Do you want me to let him back in?;Vampir yine kilise avlusunun oralarda sinsi sinsi dolaşıyor. Onu geri almamı ister misiniz?;Le vampire erre à nouveau autour du cimetière. Dois-je le laisser entrer ?;Ese vampiro está otra vez merodeando por el cementerio. ¿Queréis que lo deje entrar de nuevo?;あの吸血鬼がまた、+教会の墓地に潜んでおります。+連れ戻しましょうか？;그 흡혈귀가 교회 마당에 다시 돌아다니고 있습니다. 제가 다시 데려올까요?;那只吸血鬼又躲在教堂的庭院里+您要我放他进来吗？;那只吸血鬼又躲在教堂的庭院裡+您要我放他進來嗎？;Dieser Vampir schleicht schon wieder auf dem Friedhof herum. Soll ich ihn nochmal hereinlassen?;Вампир снова рыскает неподалеку от церкви. Мне впустить его?;Quel vampiro si aggira di nuovo attorno al sagrato. Volete che lo faccia entrare?;Aquele vampiro voltou a aparecer perto do cemitério. Deseja que eu traga ele de volta?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
play_clearperfume;1422;vampire;Is this feeling... love? But I am an accursed being, who will only bring you to harm and devilry!;Bu his... Aşk mı? Ama ben lanetli bir varlığım, size yalnızca zarar ve şeytanlık getiririm!;Ce sentiment... Est-ce... l'amour ? Mais je suis maudit, et je ne peux vous apporter que malheur et souffrance.;¿Es este sentimiento... amor? ¡Pero si soy un ser maldito, que solo os traerá dolor y demonios!;この感情は…愛か？+しかし私は呪われた存在、+この国に破壊と邪悪しか招かぬ者だ！;이 감정이... 사랑인가? 하지만 나는 저주받은 몸, 그대에게 고통과 사악함만을 가져다 줄 존재입니다!;这种感觉…是爱吗？+可我是被诅咒的生物+只会给你带来伤害和不幸！;這種感覺…是愛嗎？+但我是被詛咒的生物+只會給你帶來傷害和不幸！;Ist dieses Gefühl ... Liebe? Aber ich bin ein verfluchtes Wesen, das Euch nur Leid und Teufelei bringen kann!;Что же это за чувство… любовь? Но я ведь — проклятое создание, которое не принесет вам ничего, кроме вреда и бесчестия!;Questa sensazione è... amore? Ma io sono un essere maledetto, che vi porterà solo male e cattiveria!;Este sentimento... será amor? Mas eu sou um ser amaldiçoado, que lhe trará apenas infortúnios!;I don't mind;Bana fark etmez;Peu m'importe;No me importa;気にしないわ;신경 쓰지 않는다;我不在乎;我不在乎;Macht mir nichts aus;Я не против;Non mi importa;Não me importo;;;;;;;;;;;;;True, forget it!;Doğru, unut gitsin!;En effet. N'en parlons plus.;Cierto, ¡olvídalo!;確かに、忘れて！;그래, 잊고 포기하지.;的确，那算了吧！;的確，那算了吧！;Stimmt, vergesst es!;Верно. Забудьте!;Esatto! Lasciate perdere!;Verdade, pode esquecer!;;;;;;;;;;;;;
;1423;vampire;My Queen... may I secretly drain the blood of the lambs in the farmlands?;Kraliçem... Gizli gizli çiftliklerdeki kuzuların kanını emebilir miyim?;Votre Majesté m'autorise-t-elle à boire le sang des agneaux qu'on élève dans ses fermes ?;Mi Reina... ¿Me permitís derramar en secreto la sangre de los corderos sobre las tierras de cultivo?;わが女王よ…農場の羊たちの血を+こっそり飲んでも構わないか？;여왕님... 몰래 농지에 있는 양의 피를 빨아먹어도 될까요?;王后殿下…我可以偷偷吸食农场里的羊的血吗？;王后殿下…我可以偷偷吸食農場裡的羊的血嗎？;Meine Königin ... darf ich mich heimlich am Blut der Lämmer auf dem Weideland gütlich tun?;Моя королева... могу ли я втайне потягивать кровь ягнят, что пасутся на фермерских землях?;Mia Regina... posso andare in gran segreto alle fattorie e dissanguare gli agnelli?;Minha rainha... posso sugar secretamente o sangue das ovelhas no campo?;Okay;Tamam;D'accord;Vale;了解;그러도록;可以;可以;In Ordnung;Ладно;OK;Ok;;;;;;;;;;;;;No!!!;Hayır!!!;Non !!!;¡¡¡No!!!;だめよ！！;안 된다!;不！！！;不！！！;Nein!!!;Нет!!!;No!!!;Não!!!;;;;;;;;;;;;;
_;1424;farmer;Help! A vampire drained the blood of all my lambs! What can I do?!;İmdat! Bir vampir tüm kuzularımın kanını emdi! Ne yapacağım?!;Au secours ! Un vampire a bu le sang de tous mes agneaux ! Que vais-je faire ?!;¡Ayuda! Un vampiro derramó la sangre de todos mis corderos... ¡¿Y ahora qué hago?!;助けてくだせえ！吸血鬼が+羊の血を全部飲んじまいやがって！+どうしたらよいのでしょう？！;도와주십시오! 흡혈귀가 제 양들의 피를 다 빨아먹었습니다! 이제 어떻게 하면 좋습니까요?!;救命啊！一只吸血鬼吸光了我所有的羊的血！+我该怎么办？！;救命啊！一隻吸血鬼吸光了我所有的羊的血！+我該怎麼辦？！;Hilfe! Ein Vampir hat all meinen Lämmern das Blut ausgesaugt! Was kann ich tun?!;Помогите! Вампир высосал кровь у всех моих ягнят! Что же мне делать?!;Aiuto! Un vampiro ha dissanguato tutti i miei agnelli! Che posso fare?!;Socorro! Um vampiro sugou o sangue de todas as minhas ovelhas! O que eu posso fazer?!;Pray;Dua et;Priez;Reza;祈って;기도하거라;祈祷吧;祈禱吧;Betet;Помолимся;Pregate;Reze;;;;;;;;;;;;;I'll reimburse you;Parasını öderim;Je vais vous dédommager;Te compensaré;補償するわ;보상해주마;我会补偿你;我會補償你;Ich entschädige Euch;Я возмещу вам ущерб;Vi rimborserò;Vou reembolsar você;;;;;;;;;;;;;
;1425;vampire;When a man is haunted and mysterious, he is more desirable. Don't you think, my love?;Bir adam lanetli ve gizemliyse daha çekicidir. Sence de öyle değil mi aşkım?;Ne trouvez-vous pas que le mystère et le danger rendent un homme plus désirable, mon cher amour ?;Cuando un hombre está enigmáticamente poseído, es más deseable, ¿no os parece, mi dulce amor?;呪いを背負う、謎めいた男は+魅力的だと思わないか、わが女王よ？;신비롭고 유령 같은 남자가 더 끌리는 법이죠. 그렇지 않나요, 내 사랑?;充满焦虑和神秘感的人更有吸引力+你不这样认为吗，我的爱人？;充滿焦慮和神秘感的人更有吸引力+你不這樣認為嗎，我的愛人？;Wenn ein Mann ruhelos und geheimnisvoll ist, macht ihn das begehrenswerter. Meint Ihr nicht auch, meine Liebe?;Загадочные люди с темным прошлым еще желаннее. Вы тоже так считаете, любовь моя?;Quando un uomo è inquieto e misterioso è più desiderabile. Non pensate, amore mio?;Um homem se torna mais desejável quando é perseguido e misterioso. Não acha, meu amor?;Totally;Aynen;Absolument;Totalmente;まったくもって;전적으로 공감한다;完全同意;完全同意;Völlig richtig;Еще бы;Ovviamente;Com certeza;;;;;;;;;;;;;Grow up!;Büyü artık!;Non mais vous avez quel âge ?;¡Madura!;この中二病！;애도 아니고!;成熟点！;成熟點！;Werdet erwachsen!;Повзрослейте!;Datevi una calmata!;Vê se cresce!;;;;;;;;;;;;;
;1426;vampire;If you love me, you will build me a vampire library in the palace, to research my curse.;Eğer beni seviyorsan, lanetimi araştırmak için bana sarayda bir vampir kütüphanesi inşa edersin.;Si vous m'aimez, construisez moi une bibliothèque de vampire dans le palais. J'y ferai des recherches sur ma malédiction.;¡Debemos acabar con la plaga vampírica! Por favor, mi Reina, ¡financiad nuestras nuevas armas de plata!;そなたが私を愛しているなら、+わが呪いを研究するための+吸血鬼図書館を城の中に作ってくれ。;절 사랑한다면, 제 저주를 연구할 흡혈귀의 도서관을 왕궁에 지어주십시오.;如果你爱我+就在王宫里给我建一座吸血鬼图书馆+研究我的诅咒;如果你愛我+就在王宮裡為我建一座吸血鬼圖書館+研究我的詛咒;Wenn Ihr mich liebt, baut Ihr mir im Palast eine Vampirbibliothek zur Erforschung meines Fluchs?;Если вы любите меня, постройте во дворце вампирскую библиотеку для исследований моего проклятия!;Se mi amate, costruitemi una biblioteca vampiresca a palazzo, così potrò fare ricerche sulla mia maledizione.;Se você me ama, construirá uma biblioteca com livros sobre vampiros, para que eu possa pesquisar sobre a minha maldição.;All right...;Tamam...;Entendu...;Está bien...;わかったわ…;알겠어...;好吧…;好吧…;Also gut ...;Хорошо…;Va bene...;Tá bom...;;;;;;;;;;;;;Too obvious;Çok açık;Ça va se voir;Demasiado obvio;露骨すぎ;너무 속보여;太显眼了;太顯眼了;Zu offensichtlich;Это слишком банально;Troppo ovvio;Óbvio demais;;;;;;;;;;;;;
;1427;vampire;The constant agony of our secret affair fills me with hunger. I must taste royal blood!;Gizli ilişkimizin daimi acısı daha fazla acıkmama neden oluyor. Kraliyet kanının tadına bakmalıyım!;Notre histoire d'amour secrète décuple ma faim. Je veux goûter au sang royal !;La constante agonía de nuestra aventura secreta me da mucha hambre. ¡Tengo que probar la sangre real!;われらの秘め事が私を苦しめ、+激しい渇きがこみ上げてくるのだ。+王族の血を味わってみたい！;우리의 비밀스런 연정이 가져오는 고통이 절 굶주리게 하는군요. 왕족의 피를 마셔야겠습니다!;地下恋情的无尽痛苦让我感到饥饿+我要尝一尝王室的血液！;地下戀情的無盡痛苦讓我感到饑餓+我要嚐一嚐王室的血液！;Die ständigen Qualen unserer heimlichen Affäre erfüllen mich mit Hunger. Ich muss königliches Blut kosten!;Постоянные страдания, которые мне дарит наш тайный роман, будят во мне голод. Я должен попробовать королевской крови!;La costante agonia della nostra relazione segreta mi asseta. Devo assaggiare il sangue reale!;A constante agonia do nosso amor secreto aumenta minha fome. Preciso provar o sangue real!;Bite me!;Beni ısır!;Buvez mon sang;¡Muérdeme!;私を咬んで！;날 물어라!;咬我吧！;咬我吧！;Beißt mich!;Укусите меня!;Mordetemi!;Me morda!;<i>The vampire sinks his fangs into your throat! ...It's actually a little less intense than you hoped. Oh well.</i>;<i>Vampir, dişlerini boynuna geçiriyor! ...Umduğundan biraz daha hafif. Neyse.</i>;<i>Le vampire enfonce ses crocs dans votre gorge ! ... C'est moins excitant que vous ne l'imaginiez. Dommage.</i>;<i>¡El vampiro clava sus colmillos en tu cuello!.. Al final es menos intenso de lo que imaginabas. Buah.</i>;<i>吸血鬼の牙が女王の喉に沈み込む…+が、思ったほど気分は昂らなかった。+ふうんって感じ。</i>;<i>흡혈귀는 당신의 목을 물었습니다! ...사실 바랐던 것보단 좀 덜 강렬하네요.</i>;<i>吸血鬼将他的尖牙刺入你的喉咙！…+其实，实际体验不如你期望中那样强烈+也就那样吧</i>;<i>吸血鬼將他的尖牙刺入你的喉嚨！…+其實，實際體驗不如你期望中那樣強烈+也就那樣吧</i>;<i>Der Vampir senkt seine Zähne in Euren Hals! ... Eigentlich hattet Ihr Euch ein etwas intensiveres Gefühl erhofft. Nun ja.</i>;<i>Вампир вонзает свои клыки вам в горло! Ощущения не так сильны, как вы надеялись. Ну, что ж поделать.</i>;<i>Il vampiro affonda i denti nel vostro collo! La cosa è un po' meno intensa di quanto vi aspettavate. Pazienza.</i>;<i>O vampiro crava os dentes no seu pescoço!... Na verdade foi um pouco menos intenso do que você esperava. Paciência.</i>;Bite the King!;Kralı ısır!;Buvez le sang du Roi;¡Muerde al Rey!;王を咬んで！;왕을 물어라!;去咬国王！;去咬國王！;Beißt den König!;Укусите короля!;Mordete il Re!;Morda o rei!;<i>You make sure to stay away from the royal bedchamber that night. It's their business!</i>;<i>O gece kraliyet yatak odasından uzak duruyorsun. Bu onların arasında!</i>;<i>Cette nuit-là, vous restez à l'écart de la chambre royale. Ils n'ont pas besoin de vous !</i>;<i>Te mantienes bien alejadita del aposento real. ¡No es asunto tuyo!</i>;<i>女王はその晩、+王の寝室には誰も近づかせなかった。+ジャマしたら悪いし！</i>;<i>당신은 그날 밤 왕궁 침실에서 자리를 비켰습니다. 둘 만의 일이니까요!</i>;<i>那天夜晚，你没有待在王室卧房内+那是他们的事！</i>;<i>那天夜晚，你沒有待在王室臥房內+那是他們的事！</i>;<i>Ihr haltet Euch in dieser Nacht vom königlichen Schlafgemach fern. Das ist eine Sache zwischen den beiden!</i>;<i>В ближайшую ночь вы стараетесь держаться подальше от королевской спальни. Это их дело!</i>;<i>Quella sera non entratenella stanza reale. Se la devono sbrigare tra loro!</i>;<i>Você se mantém afastada dos aposentos do rei durante a noite. Eles que se virem!</i>;
_;1428;chamberlain;It's horrible! The King has been attacked by the vampire, and is afflicted with fever! How could this happen?!;Bu çok kötü! Krala bir vampir saldırdı ve kralın ateşi çıktı! Bu nasıl olur?!;C'est affreux ! Le Roi a été mordu par le vampire et est en proie à une forte fièvre ! Comment est-ce possible ?;¡Horror! ¡El Rey ha sido atacado por el vampiro y está muy afectado por la fiebre! ¡¿Cómo pudo suceder algo así?!;ああ、ひどい！王が吸血鬼に襲われ、+高熱にうなされております！+どうしてこんなことに？！;끔찍하군요! 왕께서 흡혈귀에게 공격당하셔서 열이 나고 계십니다! 어떻게 이런 일이!?;太可怕了！+国王遭到吸血鬼的攻击，高烧不退！+怎么会发生这种事？！;太可怕了！+國王遭到吸血鬼的攻擊，高燒不退！+怎麼會發生這種事？！;Es ist furchtbar! Der König wurde von dem Vampir angegriffen, und jetzt leidet er an Fieber! Wie konnte das passieren?!;Это ужасно! Вампир напал на короля, и его величество слегло с лихорадкой! Как это могло случиться?!;È orribile! Il Re è stato attaccato dal vampiro e ora ha un febbrone da cavallo! Com'è potuto accadere?!;Que horror! O rei foi atacado pelo vampiro e agora está com febre! Como isso pôde acontecer?!;Oh, no!;Olamaz!;Quelle horreur !;¡Oh, no!;ああ、そんな！;이런 안 돼!;哦，不！;哦，不！;Oh nein!;О нет!;Oh no!;Ah, não!;;;;;;;;;;;;;Well...;Peki...;Eh bien...;Pues...;ええと…;그래...;好吧…;好吧…;Nun ja ...;Ну…;Beh...;Bem...;;;;;;;;;;;;;
_;1429;doctor;If we don't do something quick, we could end up with a vampire king! That'd be so weird. What do we do?!;Eğer derhal bir şey yapmazsak vampir bir kralımız olabilir! Bu çok garip olur. Ne yapacağız?!;Il faut agir vite, ou le Roi va se transformer en vampire ! Ce serait fâcheux. Qu'allons-nous faire ?;Si no reaccionamos rápido, ¡podríamos acabar con un rey vampiro! Eso sería bien rarito. ¡¿Qué hacemos?!;急いで手を打たないと、吸血鬼の国王が+誕生してしまいます！+そうなったらすごく…その…+奇妙です。どうしましょう？！;빨리 조치를 취하지 않으면 흡혈귀 왕이 탄생하고 말 겁니다! 그러면 정말 큰일이 아니겠습니까. 어쩌죠?;假如我们不赶紧采取措施+国王最终可能会变成吸血鬼！+那太不正常了，我们该怎么做？！;假如我們不趕緊採取措施+國王最終可能會變成吸血鬼！+那太奇怪了，我們該怎麼做？！;Wenn wir nicht schnell was unternehmen, könnten wir einen Vampirkönig bekommen! Das wäre unheimlich. Was machen wir?!;Если не будем действовать быстро, у нас появится король-вампир! Это будет очень уж странно. Что делать?!;Se non facciamo subito qualcosa, finiremo con l'avere un re vampiro! Sarebbe così strano... Che facciamo?!;Se não agirmos rapidamente, ele pode acabar se tornando um rei vampiro! Isso seria esquisito demais. O que faremos?!;Let's think...;Düşünelim...;Réfléchissons...;Pensemos...;考えさせて…;생각해보자...;我们想想…;我們想想…;Lasst uns nachdenken ...;Подумаем...;Pensiamoci...;Vamos pensar...;;;;;;;;;;;;;Burn him!;Yakın onu!;L'envoyer au bûcher !;¡Quemadle!;焼き殺して！;불에 태워라!;烧死他！;燒死他！;Verbrennt ihn!;Сжечь его!;Bruciatelo!;Queime-o!;<i>The afflicted king is immolated before he can 'turn', and you are forced to take the throne!</i>;<i>Hasta kral 'dönüşemeden' önce yakılıyor ve sen tahta çıkmak zorunda kalıyorsun!</i>;<i>Le Roi est immolé avant sa transformation et vous êtes contrainte de monter sur le trône !</i>;<i>¡El afligido rey es inmolado antes de que pueda "convertirse", y te obligan a tomar el trono!</i>;<i>病身の王は「変身」する前に焼き殺され、+王妃が王位に就いた！</i>;<i>왕은 '변하기' 전에 불에 태워져 죽었습니다. 당신은 강제로 왕위를 빼앗았습니다!</i>;<i>受尽折磨的国王还没来得及“变身”+便被焚烧致死+你被迫继承了王位！</i>;<i>受盡折磨的國王還沒來得及“變身”+便被焚燒致死+你被迫繼承了王位！</i>;<i>Der erkrankte König wird eingeäschert, bevor er sich "verwandeln" kann, und Ihr seid gezwungen, den Thron zu übernehmen!</i>;<i>Пострадавшего короля приносят в жертву, пока он еще не «обратился», и вы вынуждены взойти на престол!</i>;<i>Il Re viene immolato prima della "trasformazione" e voi siete obbligata a salire al trono!</i>;<i>O rei afligido é imolado antes que possa “se transformar”, e você acaba assumindo o trono!</i>;
_vampireking;1430;archbishop;The Queen has invited evil into this court! Only faith will save the King's life. I recommend a day of prayer.;Kraliçe bu saraya kötülüğü davet etti! Kralın canını yalnızca inanç kurtaracak. Bir gün boyunca ibadeti öneriyorum.;La Reine a permis au démon de s'introduire à la Cour ! Seule la foi sauvera le Roi. Consacrons une journée à la prière.;¡La Reina ha traído el mal a esta corte! Solo la fe puede salvar la vida del Rey. Os recomiendo un día de oración.;女王がこの城へ悪を招き入れた！+王の命を救えるのは信仰だけ…+一日中、祈りを捧げるのです。;여왕이 왕궁에 악마를 불러왔다! 우리 신념만이 왕의 목숨을 구할 수 있습니다. 하루 동안 기도합시다.;是王后殿下将恶魔请入了宫廷！+只有信仰才能拯救国王的性命+我建议祈祷一日;是王后殿下將惡魔請入了宮廷！+只有信仰才能拯救國王的性命+我建議祈禱一日;Die Königin hat das Böse an diesen Hof geladen! Nur der Glaube wird den König retten. Ich empfehle einen Tag des Gebets.;Королева пригласила ко двору само зло! Только вера спасет жизнь короля! Советую всем провести в молитвах целый день.;La Regina ha permesso al male di entrare a corte! Solo la fede salverà il Re. Suggerisco una giornata di preghiera.;A rainha trouxe o mal para esta corte! Só a fé poderá salvar a vida do rei. Eu recomendo um dia de orações.;Let's do that;Hadi bunu yapalım;Faisons cela;Hagamos éso;そうしましょう;그러지;就这么办;就這麼辦;Machen wir das;За дело;Ci sto;Vamos fazer isso;;;;;;;;;;;;;What else?;Başka?;Une autre idée ?;¿Qué más?;他には？;다른 방법은 없나?;有没有其他办法？;有沒有其他辦法？;Was sonst noch?;А еще что предложите?;Cos'altro?;O que mais?;;;;;;;;;;;;;
_vampireking;1431;merchant;Let''s try this expensive formula I ordered from the West. It says 'Vampire Medicine' right on it! Trust me!;Batıdan sipariş ettiğim bu pahalı formülü deneyelim. Üzerinde "Vampir İlacı" yazıyor! Bana güvenin!;J'ai fait venir à grands frais une potion supposée être un 'Médicament pour vampires'. Essayons-la !;Probemos esta receta costosa que encargué traer del Oeste. ¡Justo aquí dice 'Medicina Vampírica'! ¡Creedme!;私が西方から取り寄せた、この高価な薬を+お試しください。+ラベルには「吸血鬼の薬」と+書かれていますし、間違いありません！;서쪽에서 주문한 값비싼 약을 써봅시다. '흡혈귀 치료제'라고 쓰여 있으니 절 믿어보시죠!;我花高价从西方购得了这个药方+我们试一试吧+上面写着“吸血鬼解药”！相信我！;我花高價從西方購得了這個藥方+我們試一試吧+上面寫著“吸血鬼解藥”！相信我！;Probieren wir diese teure Formel aus, die ich im Westen bestellt habe. Es steht "Vampirmedizin" drauf! Vertraut mir!;Давайте испытаем дорогой препарат, который я заказала на Западе. На нем написано: «Вампирское снадобье»! Доверьтесь мне!;Proviamo questo intruglio che ho ordinato all'Ovest. Sull'etichetta c'è scritto "Contro il vampirismo"! Fidatevi!;Vamos experimentar essa fórmula cara que eu encomendei do oeste. Está escrito “Remédio para Vampiros”! Confie em mim!;Let's do that;Hadi bunu yapalım;Faisons cela;Hagamos éso;そうしましょう;그러지;就这么办;就這麼辦;Machen wir das;За дело;Ci sto;Vamos fazer isso;;;;;;;;;;;;;What else?;Başka?;Une autre idée ?;¿Qué más?;他には？;다른 방법은 없나?;有没有其他办法？;有沒有其他辦法？;Was sonst noch?;А еще что предложите?;Cos'altro?;O que mais?;;;;;;;;;;;;;
_vampireking;1432;general;I've finally tracked down the original vampire! If you bid me to slay him, the King will get well!;Sonunda orijinal vampirin izini buldum! Eğer onu öldürmemi emrederseniz Kral iyileşecek!;J'ai retrouvé la trace du vampire responsable de tout ceci. Permettez-moi de le tuer, et le Roi guérira !;¡Por fin encontré al vampiro original! ¡Si me ordenáis que lo mate, el Rey se pondrá bien!;オリジナルの吸血鬼を突き止めました！+女王のお許しを頂けるなら、+私が奴を始末します。+それで王も元気になるはず！;왕을 문 흡혈귀를 추적했습니다! 죽이게만 해주시면 왕께서도 나아지실 겁니다!;我终于追踪到了吸血鬼的始祖！+如果您允许我杀掉他，国王就会好起来！;我終於追蹤到了吸血鬼的始祖！+如果您允許我殺掉他，國王就會好起來！;Ich habe endlich den ersten Vampir aufgespürt! Wenn Ihr mir sagt, dass ich ihn töten soll, wird der König gesund!;Мне, наконец, удалось выследить вампира! Если поручите мне убить его, король поправится!;Finalmente ho trovato il vampiro originario! Se mi date il via libera, lo uccido, così il Re si potrà rimettere!;Eu finalmente localizei o vampiro original! Se quiser que eu acabe com ele, o rei ficará bem!;Let's do that;Hadi bunu yapalım;Faisons cela;Let's do that;そうしましょう;그러지;就这么办;就這麼辦;Machen wir das;За дело;Ci sto;Vamos fazer isso;;;;;;;;;;;;;What else?;Başka?;Une autre idée ?;¿Qué más?;他には？;다른 방법은 없나?;有没有其他办法？;有沒有其他辦法？;Was sonst noch?;А еще что предложите?;Cos'altro?;O que mais?;;;;;;;;;;;;;
